,Event date,State Code,Country,Injury severity,Aircraft damage,Make,Model,Number of engines,Engine type,FAR description,Purpose of flight,Total fatal injuries,Total serious injuries,Total minor injuries,Total uninjured,Weather condition,Report status,Region,Year,Total passengers,Total injuries
81219,2017-09-13,CO,United States,Non-Fatal,Substantial,Embraer,EMB 120ER,2.0,Turbo Prop,135,Unknown,0.0,0.0,0.0,3.0,VMC,The bus driver's failure to maintain clearance from the standing airplane during dark night conditions. Contributing to the accident was the airport's lack of an escort for the bus.,West,2017,3.0,0.0
81226,2017-09-14,NC,United States,Non-Fatal,Substantial,Beech,95 B55,2.0,Reciprocating,091,Business,0.0,0.0,0.0,4.0,VMC,"The pilots failure to maintain pitch control of the airplane during landing, which resulted in a bounced landing.  

",South,2017,4.0,0.0
81235,2017-09-15,os,Barbados,Non-Fatal,Substantial,Airbus,A321 231,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,143.0,VMC,Unknown,Unknown,2017,143.0,0.0
81292,2017-09-25,IA,United States,Non-Fatal,Unknown,Boeing,737-8H4,2.0,Turbo Fan,121,Unknown,0.0,0.0,1.0,172.0,Unk,the flight attendant accidentally pouring hot water on his hand which resulted in a 2nd degree burn.,Midwest,2017,173.0,1.0
81321,2017-09-30,VA,United States,Non-Fatal,Substantial,Airbus,A321 231,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,301.0,VMC,"The failure N841NNs captain to maintain appropriate clearance from N982VJ, which was stopped on the taxiway.",South,2017,301.0,0.0
81329,2017-10-02,IL,United States,Non-Fatal,Substantial,Boeing,737 7H4,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,84.0,VMC,"the mechanical failure of the tugs fuel governor, which made it difficult for the ramp agent to stop the tug.  Contributing to the accident was the lack of guidance on how ground personnel were to handle vehicle malfunctions.",Midwest,2017,84.0,0.0
81382,2017-10-15,HI,United States,Non-Fatal,Unknown,Boeing,767 328,2.0,Turbo Fan,091,Positioning,0.0,0.0,1.0,11.0,Unk,an inadvertent encounter of clear air turbulence.,West,2017,12.0,1.0
81398,2017-10-19,ru,Peru,Non-Fatal,Substantial,Beech,B200,2.0,Unknown,"Non-U.S., Commercial",Unknown,0.0,12.0,1.0,0.0,Unknown,Unknown,Unknown,2017,13.0,13.0
81445,2017-11-02,da,Canada,Non-Fatal,Substantial,Swearingen,SA227,2.0,Turbo Prop,Unknown,Unknown,0.0,2.0,0.0,0.0,Unknown,Unknown,Unknown,2017,2.0,2.0
81447,2017-11-03,NV,United States,Non-Fatal,Substantial,Beech,B95,2.0,Reciprocating,091,Instructional,0.0,2.0,0.0,0.0,VMC,"The flight instructors inadequate preflight fuel planning, which resulted in fuel exhaustion, a total loss of power to both engines, and a subsequent forced landing. ",West,2017,2.0,2.0
81459,2017-11-07,WA,United States,Non-Fatal,Minor,Airbus,A330-243,2.0,Unknown,121,Unknown,0.0,0.0,0.0,2.0,Unknown,Unknown,West,2017,2.0,0.0
81496,2017-11-17,NC,United States,Non-Fatal,Substantial,Beech,B 55,2.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,A total loss of left engine power during initial climb. Contributing to the accident was the pilot's failure to maintain control of the airplane following the loss of engine power.,South,2017,2.0,0.0
81511,2017-11-19,CA,United States,Non-Fatal,Unknown,Boeing,737 7H4,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,5.0,VMC,The provisioning agent's lack of situational awareness while stepping from the airplane to the provisioning van.  Contributing to the accident was the provisioning vans failed switch.,West,2017,5.0,0.0
81555,2017-11-29,GA,United States,Non-Fatal,Unknown,Boeing,737-932ER,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,169.0,Unknown,Unknown,South,2017,169.0,0.0
81556,2017-11-29,ia,Colombia,Non-Fatal,Unknown,Boeing,757 224,2.0,Turbo Fan,121,Unknown,0.0,0.0,1.0,157.0,Unknown,Unknown,Unknown,2017,158.0,1.0
81578,2017-12-03,FL,United States,Non-Fatal,Minor,Airbus,A319 115,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,294.0,VMC,"The failure of the flight crew of N9011P to maintain an appropriate clearance from N344PP, which was stopped on the taxiway.",South,2017,294.0,0.0
81583,2017-12-05,IL,United States,Non-Fatal,Substantial,Beech,C90,2.0,Turbo Prop,091,Personal,0.0,2.0,2.0,0.0,VMC,"The pilot's inadequate preflight planning and his decision to depart without the required fuel reserve, which resulted in fuel exhaustion during a night approach and subsequent loss of engine power.",Midwest,2017,4.0,4.0
81593,2017-12-06,FL,United States,Non-Fatal,Unknown,Airbus,A321 231,2.0,Turbo Fan,121,Unknown,0.0,1.0,1.0,100.0,IMC,an inadvertent encounter with convective turbulence that resulted in a flight attendant injury.,South,2017,102.0,2.0
81596,2017-12-08,"x,",United States,Fatal,Destroyed,Beech,58,2.0,Reciprocating,091,Personal,5.0,0.0,0.0,0.0,VMC,The non-multiengine rated pilot's failure to maintain airplane control during a single-engine approach. Contributing to the accident was a total loss of engine power on the left engine due to detonation for reasons that could not be determined based on the available information.,Unknown,2017,5.0,5.0
81623,2017-12-15,pt,Egypt,Fatal,Substantial,Beech,58,2.0,Reciprocating,Unknown,Unknown,3.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,2017,3.0,3.0
81699,2018-01-11,WY,United States,Non-Fatal,Substantial,Swearingen,SA227,2.0,Turbo Prop,135,Unknown,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain directional control while taxiing in gusting tailwind conditions.

 
",West,2018,1.0,0.0
81717,2018-01-16,AZ,United States,Non-Fatal,Substantial,Beech,B60,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,"The pilots improper brake application during landing, which resulted in a tire blowout and a loss of directional control.
",West,2018,2.0,0.0
81726,2018-01-18,ia,Australia,Non-Fatal,Unknown,Airbus,A330,2.0,Turbo Fan,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,255.0,Unknown,Unknown,Unknown,2018,255.0,0.0
81727,2018-01-19,TX,United States,Non-Fatal,Substantial,Swearingen,SA227 TT,2.0,Turbo Prop,091,Executive/corporate,0.0,0.0,0.0,4.0,VMC,"The failure of the left starter relay during engine start, which resulted in a loss of electrical and battery power during the flight and led to a forced landing with the nose landing gear not fully extended, causing substantial damage to the engines.",South,2018,4.0,0.0
81753,2018-01-25,ru,Peru,Non-Fatal,Unknown,Boeing,737,2.0,Turbo Fan,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,99.0,Unknown,Unknown,Unknown,2018,99.0,0.0
81783,2018-02-02,NV,United States,Non-Fatal,Substantial,Beech,95,2.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,West,2018,2.0,0.0
81822,2018-02-12,CA,United States,Non-Fatal,Substantial,Beech,C90,2.0,Turbo Prop,091,Instructional,0.0,0.0,0.0,2.0,VMC,"The failure of pilot to extend the landing gear during landing. 
",West,2018,2.0,0.0
81827,2018-02-13,HI,United States,Non-Fatal,Minor,Boeing,777 222,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,378.0,VMC,"the fracture of a fan blade due to P&W's continued classification of the TAI inspection process as a new and emerging technology that permitted them to continue accomplishing the inspection without having to develop a formal, defined initial and recurrent training program or an inspector certification program.  The lack of training resulted in the inspector making an incorrect evaluation of an indication that resulted in a blade with a crack being returned to service where it eventually fractured.  

Contributing to the fracture of the fan blade was the lack of feedback from the process engineers on the fan blades the inspectors sent to the process engineers for evaluation of indications that they had found.",West,2018,378.0,0.0
81828,2018-02-13,ia,Nigeria,Non-Fatal,Minor,Airbus,A330,2.0,Turbo Fan,121,Unknown,0.0,9.0,0.0,135.0,Unknown,Unknown,Unknown,2018,144.0,9.0
81862,2018-02-23,da,Canada,Non-Fatal,Substantial,Beech,B100,2.0,Turbo Prop,Unknown,Unknown,0.0,5.0,5.0,0.0,Unknown,Unknown,Unknown,2018,10.0,10.0
81865,2018-02-24,MN,United States,Non-Fatal,Unknown,Airbus,A330 323,2.0,Turbo Fan,121,Unknown,0.0,2.0,1.0,295.0,VMC,an inadvertent encounter with clear air turbulence.,Midwest,2018,298.0,3.0
81885,2018-03-01,TX,United States,Non-Fatal,Substantial,Beech,B,2.0,Reciprocating,091,Ferry,0.0,1.0,0.0,0.0,VMC,"The pilots improper preflight inspection of the fuel level, which resulted in a loss of engine power due to fuel exhaustion. Contributing to the accident was the pilots failure to lower the landing gear before the emergency landing.",South,2018,1.0,1.0
81914,2018-03-09,WI,United States,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,"The pilots failure to extend the landing gear and the flight instructors failure to ensure that the landing gear were extended during landing. Contributing to the accident were the pilots and the instructors improper use of checklist. 
",Midwest,2018,2.0,0.0
81946,2018-03-16,NE,United States,Non-Fatal,Substantial,Beech,C99,2.0,Turbo Prop,135,Unknown,0.0,0.0,0.0,2.0,VMC,The pilot's decision to land in a gusty crosswind that exceeded the airplane's maximum demonstrated crosswind and resulted in a runway excursion.,Midwest,2018,2.0,0.0
81958,2018-03-21,OF,United States,Non-Fatal,Substantial,De havilland,DHC 6 TWIN OTTER,2.0,Turbo Prop,135,Unknown,0.0,0.0,0.0,5.0,VMC,The flight crew's improper decision to deliberately operate the airplane at low altitude and along a flightpath that resulted in a collision with a pedestrian after takeoff. Contributing to the accident was the pedestrian's proximity to the runway.,Unknown,2018,5.0,0.0
81986,2018-03-29,AK,United States,Non-Fatal,Substantial,Beech,99,2.0,Turbo Prop,135,Unknown,0.0,0.0,0.0,8.0,IMC,"The pilots failure to maintain an adequate approach path and runway centerline during the initial landing, which resulted in a hard landing to the left of the runway and damage to the landing gear and wing.
",West,2018,8.0,0.0
81987,2018-03-29,ng,Hong Kong,Non-Fatal,Unknown,Boeing,747,4.0,Turbo Fan,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,5.0,Unknown,Unknown,Unknown,2018,5.0,0.0
82032,2018-04-10,co,Mexico,Non-Fatal,Unknown,Airbus,A319 115,2.0,Unknown,121,Unknown,0.0,0.0,0.0,38.0,Unknown,Unknown,Unknown,2018,38.0,0.0
82061,2018-04-17,PA,United States,Fatal,Substantial,Boeing,737 7H4,2.0,Turbo Fan,121,Unknown,1.0,125.0,8.0,6.0,VMC,"A low-cycle fatigue crack in the dovetail of fan blade No. 13, which resulted in the fan blade separating in flight and impacting the engine fan case at a location that was critical to the structural integrity and performance of the fan cowl structure. This impact led to the in-flight separation of fan cowl components, including the inboard fan cowl aft latch keeper, which struck the fuselage near a cabin window and caused the window to depart from the airplane, the cabin to rapidly depressurize, and the passenger fatality.",Northeast,2018,140.0,134.0
82064,2018-04-17,VA,United States,Non-Fatal,Substantial,Beech,95 B55,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,"The pilots failure to properly secure the portable GPS and antenna cable, which resulted in the inadvertent landing gear retraction during landing.    
",South,2018,1.0,0.0
82069,2018-04-18,GA,United States,Non-Fatal,Substantial,Airbus,A330 323,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,288.0,Unknown,Unknown,South,2018,288.0,0.0
82070,2018-04-18,ru,Peru,Non-Fatal,Unknown,Boeing,737 500,2.0,Unknown,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,46.0,Unknown,Unknown,Unknown,2018,46.0,0.0
82077,2018-04-20,LA,United States,Non-Fatal,Substantial,Mcdonnell douglas,DC 9 83(MD-83),2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,101.0,VMC,the failure of the right main landing gear under normal loads due to fatigue cracking in an area subject to an FAA Airworthiness Directive that was not adequately inspected.,South,2018,101.0,0.0
82114,2018-04-27,CA,United States,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,"The pilot under instructions failure to extend the landing gear and the flight instructors inadequate supervision and failure to ensure that the landing gear was extended.
",West,2018,2.0,0.0
82134,2018-04-30,AR,United States,Non-Fatal,Substantial,Beech,95B55,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,"The pilots improper landing flare.
",South,2018,1.0,0.0
82136,2018-04-30,SD,United States,Non-Fatal,Substantial,Beech,1900C,2.0,Turbo Prop,135,Unknown,0.0,0.0,0.0,1.0,VMC,Failure of the right main landing gear drag brace bolt for reasons that could not be determined based on the available information.,Midwest,2018,1.0,0.0
82155,2018-05-02,ni,Eswatini,Non-Fatal,Unknown,Beech,400,2.0,Turbo Fan,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,2.0,Unknown,Unknown,Unknown,2018,2.0,0.0
82157,2018-05-03,in,Spain,Non-Fatal,Unknown,Boeing,767 323,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,181.0,Unknown,Unknown,Unknown,2018,181.0,0.0
82167,2018-05-05,OR,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,091,Business,0.0,0.0,0.0,3.0,VMC,"The pilots failure to maintain sufficient altitude during approach in gusting crosswind conditions, which resulted in an attempted rejected landing and a runway undershoot. ",West,2018,3.0,0.0
82185,2018-05-06,GA,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,091,Business,0.0,0.0,0.0,1.0,VMC,"The pilots failure to maintain a proper landing flare in gusting crosswind conditions.
",South,2018,1.0,0.0
82186,2018-05-07,MD,United States,Non-Fatal,Substantial,Boeing,737-8H4,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,179.0,VMC,The maintenance truck driver's failure to give way to the airplane that resulted in the truck colliding with the taxiing aircraft.,South,2018,179.0,0.0
82211,2018-05-11,CA,United States,Fatal,Destroyed,Beech,76,2.0,Reciprocating,091,Instructional,3.0,0.0,0.0,0.0,VMC,"The pilot's failure to maintain sufficient altitude above mountainous terrain while maneuvering during night conditions in an area prone to turbulence, which resulted in a collision with terrain. Contributing to the accident was the flight instructor's decision to conduct maneuvers over mountainous terrain at night, and failure to ensure that the maneuver was conducted with sufficient separation from terrain. 
",West,2018,3.0,3.0
82378,2018-06-08,LA,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,"The improper insulation of the anticollision light wiring, which resulted in the ignition of combustible fuel vapors in the outboard section of the right wing; the source of the fuel leak could not be determined due to fire damage.   ",South,2018,1.0,0.0
82394,2018-06-10,TX,United States,Non-Fatal,Unknown,Boeing,777 223,2.0,Turbo Fan,121,Unknown,0.0,7.0,1.0,261.0,Unk,the passengers failure to comply with the fasten seatbelt sign when the airplane encountered convective turbulence.,South,2018,269.0,8.0
82397,2018-06-10,ce,Greece,Non-Fatal,Substantial,Boeing,737 800,2.0,Unknown,121,Unknown,0.0,0.0,0.0,173.0,Unknown,Unknown,Unknown,2018,173.0,0.0
82403,2018-06-11,na,China,Non-Fatal,Unknown,Boeing,787-9,2.0,Turbo Fan,121,Unknown,0.0,1.0,1.0,290.0,Unk,"the accidental tipping over of a beverage service cart, when there was no turbulence, which caused pots of hot water to burn two flight attendants.",Unknown,2018,292.0,2.0
82407,2018-06-12,AZ,United States,Non-Fatal,Unknown,Boeing,737-8H4,2.0,Turbo Fan,121,Unknown,0.0,0.0,1.0,5.0,Unk,a passenger bumping into a flight attendant who was holding a hot liquid.,West,2018,6.0,1.0
82456,2018-06-17,MT,United States,Non-Fatal,Unknown,Embraer,ERJ175,2.0,Turbo Fan,121,Unknown,0.0,0.0,1.0,72.0,Unk,an unexpected encounter with clear air turbulence.,West,2018,73.0,1.0
82522,2018-06-27,MO,United States,Non-Fatal,Unknown,Embraer,EMB145,2.0,Unknown,121,Unknown,0.0,0.0,0.0,53.0,VMC,Unknown,Midwest,2018,53.0,0.0
82541,2018-06-29,da,Canada,Non-Fatal,Unknown,Airbus,A330,2.0,Turbo Fan,121,Unknown,0.0,1.0,0.0,300.0,Unknown,Unknown,Unknown,2018,301.0,1.0
82558,2018-07-01,MI,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,"The pilots failure to remove the pitot tube cover during the preflight inspection, which resulted in his delayed decision to reject the takeoff with insufficient runway remaining to safely stop the airplane.",Midwest,2018,2.0,0.0
82568,2018-07-03,as,Bahamas,Non-Fatal,Unknown,Boeing,737 300,2.0,Unknown,121,Unknown,0.0,0.0,0.0,3.0,Unknown,Unknown,Unknown,2018,3.0,0.0
82601,2018-07-09,FL,United States,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,"The pilot receiving instruction's failure to maintain a proper approach path and her delayed go-around during a simulated emergency landing, which resulted in landing short of the runway. Contributing to the accident was the flight instructor's failure to properly monitor the student's approach.     ",South,2018,2.0,0.0
82625,2018-07-12,AZ,United States,Non-Fatal,Substantial,Beech,90,2.0,Turbo Prop,091,Positioning,0.0,0.0,0.0,3.0,IMC,"An autopilot deviation during climb for undetermined reasons, which resulted in an in-flight upset and loss of airplane control. Contributing to the accident was the pilots failure to adequately monitor flight systems due to a distraction.",West,2018,3.0,0.0
82719,2018-07-23,FL,United States,Non-Fatal,Unknown,Airbus,A319,2.0,Turbo Fan,121,Unknown,0.0,1.0,1.0,132.0,VMC,An inadvertent encounter with convective turbulence.,South,2018,134.0,2.0
82741,2018-07-26,FL,United States,Non-Fatal,Substantial,Beech,C90,2.0,Turbo Prop,091,Personal,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to turn on the fuel transfer pumps in accordance with the published checklists, which resulted in a dual loss of engine power due to fuel starvation. ",South,2018,1.0,0.0
82749,2018-07-27,NH,United States,Non-Fatal,Substantial,Boeing,767,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,250.0,VMC,an improper landing flare technique and the lack of the appropriate bounced landing recovery procedure.,Northeast,2018,250.0,0.0
82774,2018-07-29,il,Brazil,Fatal,Destroyed,Beech,90,2.0,Turbo Prop,"Non-U.S., Non-Commercial",Personal,1.0,0.0,6.0,0.0,Unknown,Unknown,Unknown,2018,7.0,7.0
82786,2018-07-31,PA,United States,Non-Fatal,Substantial,Boeing,757,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,181.0,VMC,"The captain's improper control of the airplane during the landing flare.
 ",Northeast,2018,181.0,0.0
82789,2018-08-01,NC,United States,Non-Fatal,Substantial,Beech,B300,2.0,Turbo Prop,091,Business,0.0,0.0,0.0,6.0,VMC,"The airplanes collision with a bird during approach.
",South,2018,6.0,0.0
82805,2018-08-03,SC,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,VMC,"The pilot failure to attain the proper touchdown point on a wet runway, which resulted in insufficient runway remaining to safely stop the airplane.

",South,2018,3.0,0.0
82864,2018-08-11,WA,United States,Fatal,Destroyed,De havilland,DHC8,2.0,Turbo Prop,Unknown,Unknown,1.0,0.0,0.0,0.0,VMC,"The NTSB did not determine the probable cause of this event and does not plan to issue an investigative report or open a public docket. The investigation of this event is being conducted under the jurisdiction of the Federal Bureau of Investigation.

 
",West,2018,1.0,1.0
82876,2018-08-13,CA,United States,Non-Fatal,Substantial,Airbus,A321-271N,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,197.0,VMC,"a tailstrike caused by inappropriate recovery technique after a bounced landing.  Contributing to the accident was the failure of the radio altimeter, caused by the approach being over calm/flat water, that was not recognized by the flight crew.",West,2018,197.0,0.0
82925,2018-08-19,ru,Peru,Non-Fatal,Substantial,De havilland,DHC8,2.0,Turbo Prop,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,64.0,Unknown,Unknown,Unknown,2018,64.0,0.0
83047,2018-09-03,CA,United States,Non-Fatal,Substantial,Beech,200,2.0,Turbo Prop,091,Positioning,0.0,0.0,0.0,1.0,VMC,The flight instructor's and pilot receiving instruction's failure to maintain clearance from a tree while taxiing.,West,2018,1.0,0.0
83074,2018-09-06,NY,United States,Non-Fatal,Unknown,Boeing,757,2.0,Turbo Fan,121,Unknown,0.0,0.0,1.0,112.0,Unknown,Unknown,Northeast,2018,113.0,1.0
83100,2018-09-11,AZ,United States,Non-Fatal,Unknown,Boeing,737,2.0,Unknown,121,Unknown,0.0,0.0,1.0,2.0,VMC,an inadvertent encounter with wake turbulence.,West,2018,3.0,1.0
83122,2018-09-15,il,Brazil,Fatal,Destroyed,Beech,C90,2.0,Unknown,"Non-U.S., Non-Commercial",Personal,1.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,2018,1.0,1.0
83163,2018-09-24,NJ,United States,Non-Fatal,Unknown,Boeing,757,2.0,Turbo Fan,121,Unknown,0.0,0.0,1.0,176.0,Unk,the catering cart striking the flight attendant's foot.,Northeast,2018,177.0,1.0
83165,2018-09-25,MI,United States,Fatal,Destroyed,Beech,200,2.0,Turbo Prop,091,Business,1.0,0.0,0.0,0.0,IMC,The pilot's descent below minimum descent altitude during the nonprecision instrument approach for reasons that could not be determined based on the available information.,Midwest,2018,1.0,1.0
83171,2018-09-26,TX,United States,Non-Fatal,Unknown,Airbus,A321,2.0,Turbo Fan,121,Unknown,0.0,0.0,1.0,185.0,VMC,a passenger leaving a bag in the aisle that the flight attendant tripped over.,South,2018,186.0,1.0
83213,2018-10-03,AK,United States,Non-Fatal,Substantial,Beech,1900,2.0,Turbo Prop,135,Unknown,0.0,0.0,0.0,9.0,IMC,"The pilots unstabilized approach and improper landing flare, which resulted in a hard landing.",West,2018,9.0,0.0
83228,2018-10-05,TX,United States,Non-Fatal,Substantial,Beech,55,2.0,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,VMC,"The pilot's improper takeoff trim setting and failure to properly secure his seatbelt, which resulted in a loss of airplane control. Contributing to the accident was the pilot's failure to follow the Before Takeoff checklist.",South,2018,1.0,1.0
83255,2018-10-11,CA,United States,Non-Fatal,Unknown,Boeing,737,2.0,Turbo Fan,121,Unknown,0.0,0.0,1.0,121.0,VMC,Unknown,West,2018,122.0,1.0
83268,2018-10-12,CO,United States,Non-Fatal,Unknown,Airbus,A319,2.0,Unknown,121,Unknown,0.0,1.0,1.0,22.0,Unk,Unknown,West,2018,24.0,2.0
83286,2018-10-15,NY,United States,Non-Fatal,Unknown,Boeing,737,2.0,Unknown,121,Unknown,0.0,0.0,1.0,142.0,IMC,Unknown,Northeast,2018,143.0,1.0
83353,2018-10-30,NY,United States,Fatal,Destroyed,Aerospatiale,AS 355F2,2.0,Turbo Shaft,133,External Load,2.0,0.0,2.0,0.0,VMC,"The pilot's failure to keep the helicopter clear of a utility pole while hovering with a tailwind, which resulted in a dynamic rollover into active power lines.",Northeast,2018,4.0,4.0
83354,2018-10-31,FL,United States,Non-Fatal,Substantial,Beech,55,2.0,Reciprocating,091,Business,0.0,0.0,0.0,4.0,VMC,"The pilot's inadvertent landing gear retraction during the landing roll, which resulted in a canted left main landing gear and the wing dragging during the subsequent landing following a go-around.

",South,2018,4.0,0.0
83417,2018-11-17,KS,United States,Fatal,Substantial,Beech,55,2.0,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,IMC,"The pilot's improper decision to fly in an area where moderate icing conditions were forecasted in an airplane that was not certified for such conditions, and in the effort to get out of the icing conditions, his decision to fly below the minimum descent altitude for the localizer approach to the diversion airport resulting in the airplane impacting a power line and terrain. Contributing was the pilot's inadequate preflight planning.",Midwest,2018,2.0,2.0
83480,2018-12-02,NV,United States,Non-Fatal,Unknown,Airbus,A320,2.0,Unknown,121,Unknown,0.0,0.0,1.0,162.0,IMC,Unknown,West,2018,163.0,1.0
83485,2018-12-03,IL,United States,Non-Fatal,Unknown,Boeing,737,2.0,Unknown,121,Unknown,0.0,0.0,1.0,146.0,VMC,Unknown,Midwest,2018,147.0,1.0
83486,2018-12-04,an,Japan,Non-Fatal,Unknown,Boeing,767,2.0,Unknown,121,Unknown,0.0,2.0,1.0,92.0,Unk,Unknown,Unknown,2018,95.0,3.0
83490,2018-12-06,CA,United States,Non-Fatal,Unknown,Boeing,737,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,117.0,Unknown,Unknown,West,2018,117.0,0.0
83515,2018-12-15,FL,United States,Non-Fatal,Substantial,Learjet,35,2.0,Turbo Fan,091,Positioning,0.0,0.0,0.0,4.0,Unknown,Unknown,South,2018,4.0,0.0
83547,2018-12-25,SD,United States,Fatal,Destroyed,Beech,58,2.0,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,IMC,The pilot's failure to maintain adequate airspeed during the instrument approach which led to an aerodynamic stall.  ,Midwest,2018,2.0,2.0
83623,2019-01-21,OH,United States,Fatal,Substantial,Douglas,DC3C,2.0,Turbo Prop,091,Positioning,2.0,0.0,0.0,0.0,VMC,"The loss of airplane control after an engine flameout and auto-feather system interruption during the takeoff climb, which resulted in an impact with terrain.",Midwest,2019,2.0,2.0
83654,2019-01-29,AL,United States,Non-Fatal,Substantial,Boeing,727 200,3.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,4.0,VMC,the captain's decision to continue the landing with an unsafe gear indication.,South,2019,4.0,0.0
83671,2019-02-05,ue,Niue,Non-Fatal,Unknown,Boeing,737,2.0,Unknown,121,Unknown,0.0,1.0,1.0,117.0,VMC,Unknown,Unknown,2019,119.0,2.0
83688,2019-02-11,IN,United States,Non-Fatal,Substantial,Beech,400,2.0,Turbo Fan,091,Business,0.0,0.0,0.0,3.0,IMC,"The flight crew's decision to continue an unstable approach under conditions that exceeded the airplane's landing performance capabilities, which resulted in a runway overrun and impact with terrain.",Midwest,2019,3.0,0.0
83708,2019-02-18,TN,United States,Non-Fatal,Unknown,Boeing,737,2.0,Turbo Fan,121,Unknown,0.0,1.0,1.0,143.0,IMC,an encounter with convective turbulence during descent.,South,2019,145.0,2.0
83713,2019-02-21,KY,United States,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,091,Instructional,0.0,1.0,0.0,1.0,VMC,"The pilot's failure to maintain airplane control during a simulated single-engine go-around, which resulted in a collision with terrain.",South,2019,2.0,1.0
83716,2019-02-21,FL,United States,Non-Fatal,Unknown,Boeing,737,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,181.0,Unk,"A No. 1 (left) engine high pressure compressor stage 2 blade separation. The blade separated due to a mixed-mode fatigue crack that originated on a blade disk post and was initiated by a misaligned (out-of-schedule) high pressure compressor stage 1 variable stator vane that was missing a washer and retaining nut on the vane trunnion stem.

 

 

 
",South,2019,181.0,0.0
83721,2019-02-22,CA,United States,Fatal,Destroyed,Beech,D55,2.0,Reciprocating,091,Business,3.0,0.0,0.0,0.0,Unk,"The pilots continued visual flight into instrument meteorological conditions associated with mountain obscuration conditions, which resulted in controlled flight into rising terrain. Contributing to the accident was the pilots failure to obtain a weather briefing. ",West,2019,3.0,3.0
83723,2019-02-22,KS,United States,Non-Fatal,Substantial,Beech,65,2.0,Reciprocating,091,Positioning,0.0,0.0,0.0,1.0,IMC,"The pilots failure to properly secure the crew hatch door before takeoff, which resulted in his distraction and his failure to maintain airplane control and airspeed.",Midwest,2019,1.0,0.0
83727,2019-02-23,TX,United States,Fatal,Destroyed,Boeing,767,2.0,Turbo Fan,121,Unknown,3.0,0.0,0.0,0.0,IMC,"The inappropriate response by the first officer as the pilot flying to an inadvertent activation of the go-around mode, which led to his spatial disorientation and nose-down control inputs that placed the airplane in a steep descent from which the crew did not recover. Contributing to the accident was the captain's failure to adequately monitor the airplane's flightpath and assume positive control of the airplane to effectively intervene. Also contributing were systemic deficiencies in the aviation industry's selection and performance measurement practices, which failed to address the first officer's aptitude-related deficiencies and maladaptive stress response. Also contributing to the accident was the Federal Aviation Administration's failure to implement the pilot records database in a sufficiently robust and timely manner.",South,2019,3.0,3.0
